a	It is a little speech that I have written for him.
basis	So you're on a first name basis with him, huh?
bastardy	He oIdducai left his domains to a natural relative, Cesare dEste, families, who would in earlier days have inherited without dispute, for bastardy had been no bar on more than one occasion in the Este pedigree.
bastion	Rosa Parks is a great example of a bastion for desegregation.
bass	I bass trumpet.
bat	How is my little fruit bat doing?
bastille	In 1778 he escaped from prison, but was soon re-arrested and finally committed to the Bastille.
bastard	Vinnie, you bastard, I'll kill you!
bathe	She heated some water and carried a towel back to the bathroom to bathe before bed.
baster	Maybe I'll slip some diazepam into the turkey baster next year.
bate	I'll not bate ye a pin on ' t, sir; for, by this cudgel, tis true.
bateau	Onward, Charon, ill-humoredly you pole my wooden bateau, let us float on the tide, westward to Texas sands.
bathos	In the Bathos he was classed with the parrots and the tortoises.
batch	She rummaged around and withdrew a large batch of crumpled bills, spilling several.
bather	Demeter the angry (Epivis) became Demeter the bather (Xovaia).
bathrobe	Betsy reached for a bathrobe and I pulled on my jeans.
bathymetry	It is directed by a Guiding Committee and supported by sub-committees on digital bathymetry and undersea features names plus ad hoc working groups.
batik	This will show fine examples of traditional batik from around the world alongside selected contemporary work from Guild members.
bath	The warm bubble bath was relaxing.
batiste	The chief industry of Cambrai is the weaving of muslin (batiste) and other fine fabrics (see Cambric); wool-spinning and weaving, bleaching and dyeing, are carried on, as well as the manufacture of chicory, oil, soap, sausages and metal boxes.
batsman	We cannot afford to carry a top order batsman with such a poor return.
baton	Brady straightened, the baton in hand.
bathing	Neither has a bathing suit.
bats	Bats are social, nocturnal and they migrate to a warmer climate, or hibernate.
battered	The woman was hooked to a ventilator and IVs, her battered face clean and pale.
batten	The tiles can be clipped onto a 8mm diameter steel rod, rope or nailed onto a wooden batten.
batrachian	A tadpole is the larva of a tailless Batrachian after the loss of the external gills and before the egress of the fore limbs (except in the aberrant Xenopus) and the resorption of the tail.
bathroom	She cleaned up and left the bathroom, freezing.
batman	At last we see batman as he should always have been.
battalion	When they want something, they act like a tank battalion and go get it.
battle	The battle was lost.
battlefield	We are met on a great battlefield of that war.
batter	Martha was mixing batter while Quinn stood at the stove, heating a frying pan.
battleground	This attack was to have, beside its own field artillery, the support of fifty-four heavy guns, and the Russian left wing on the Balaklava battleground was to keep Bosquet occupied.
battler	In the meantime his quarrels with Urraca had not deterred Alphonso, who is surnamed the Battler in Aragonese history, from taking Saragossa in 1118, and from defeating the Almorvides at the decisive battle of Cutanda in 1120.
battlements	These ranges contain remarkable rock formations, towers, battlements and pinnacles crowning the hills.
batty	The traffic is already starting to drive some people batty.
batting	Claire screamed again, batting at him in desperation to escape.
baud	In the US, the data is sent after the first ring tone and uses the 1200 baud Bell 202 tone modulation.
bawd	Mrs. Needham, for example, was a notorious bawd who died three days after being pilloried in 1731.
bauble	You didn't carry that bauble with you for twenty years to sacrifice it now.
bawl	She wasn't going to argue with him or bawl in his presence.
battleship	In February she launched the battleship Royal Sovereign at Portsmouth; a week later she visited the Horse Show at Islington.
bawdy	He knew when to get slightly bawdy, and was smart enough not to go over the line.
bauxite	Bauxite occurs also near Ballintoy.
bazaar	The well-stocked bazaar supplies the neighbouring districts.
bayberry	Pine and Bayberry compliment your home decorations during the holiday season.
bayou	Every bayou contains alligators; and reptiles of various species, such as turtles, lizards, horned toads, rattlesnakes and moccasins are abundant.
bazar	In the interior were Coropissus (Da Bazar), Olba (Uzunjaburj), and, in the valley of the Calycadnus, Claudiopolis (Mut) and Germanicopolis (Ermenek).
bbs	Link The Home Shop machinist & Machinist's Workshop BBS - FAQ home shop machinist discussion...
bazooka	The decision to make novelty items, namely gum, was made and Bazooka bubblegum was launched.
bayonet	Some screwed in, others dropped into a socket and were secured by a bayonet joint.
bcd	Its symbolic expression, to a numerical factor pres, is (Hbc) (Hbd) (Hcd) (bcd), and it is clearly of degree 6.
bay	They kept their emotions at bay for the most part.
bbc	March 21st, 2006 The BBC greed never abates!
beachwear	Outside resorts, scanty beachwear should be confined to beach or poolside.
bead	Add a bead of sealant into the gap and let it dry completely.
beachhead	The Mosul under Hassan IX have just invaded from across the ocean, establishing a colonial beachhead in what would be Virginia.
bd	Then MA'B'N is a right trapezium, whose area is equal to that of Cabd; and it is related to the latter in such a way that, if any two lines parallel to AC and BD meet AB, CD, MN, A'B', in E, G, P, E', and F, H, Q, F', respectively, the area of the piece PE'F'Q of the right trapezium 'B.
beadle	They were to be free from all toll and to elect yearly a portreeve and a beadle.
bc	The Third Servile War occurred in the Roman Republic from 73 BC to 71 BC.
beacon	I must know who among us has a tracking beacon.
battery	The battery in the lantern might be dead or the fall might have broken it.
beading	Most windows have the bead fitted internally; however there are still some companies who fit the beading externally.
beam	I lifted the heavy wood beam that crossed their door, securing it.
beak	The huge beak, looking like the great claw of a lobster, more than 8 in.
beady	I didn't want to see her beady eyes looking back at me so I avoided the mirror.
be	I just want it to be healthy.
beagle	The biggest thing was turning into a legal beagle.
beaker	The beaker also is cautiously filled with acidulated water up to a point beyond the edge of the platinum basin.
bear	I could not bear to see her punished.
beach	There is a lovely beach that stretches miles along the blue Atlantic.
beaked	On this latter view we may regard the tusks of the male babirusa as examples of redundant development, analogous to that of the single pair of lower teeth in some of the beaked whales.
beano	T he word beano means a feast, an annual holiday, and a jolly time.
bearable	Unless she could make the truth … bearable.
beardless	One of the chamberlains went and told his master that he had been thwarted by a beardless boy.
beard	These are the lips of the lake, on which no beard grows.
bearded	At a later time the bearded type prevails.
bearer	If there be no young shoot below, and the bearing branch is short, the shoot at the point of the latter may sometimes be preserved as a fruit bearer, though if the bearing branch be long it is better to cut it back for young wood.
bearskin	Wine is OK with a nice dinner or for getting romantic with your significant other on that bearskin rug in front of the fireplace.
bearish	One of their regular contributors James Ferguson wrote a very bearish piece on Gold about 18 months ago.
beater	No wife beater does.
beastly	The wonder is how they, how you and I, can live this slimy, beastly life, eating and drinking.
bean	Destiny helped her with planting the green bean seeds.
beast	The beast was very close to him now.
beatitude	All of our actions are to be directed toward such beatitude.
beatific	Not a few saints were rewarded for their fasting by glimpses of the beatific vision.
bearing	If workers are in unsafe work environments, they are bearing a risk that has a measurable negative cost.
beatification	His beatification took place in 1733.
beauteous	He had stood in the beauteous land - the land of Israel - with destruction in his hand.
beatnik	Building on his apprenticeship as a sculptor during the beatnik era of the 1960s, Yurman advanced in his art with a signature style of boldness and innovation in his jewelry designs.
beautiful	It's such a beautiful day.
beautifully	The water is beautifully clear.
beaten	Someone had beaten them home.
beaujolais	The Burgundian region, including Cte dOr and the valley of the Sane (Beaujolais, Mconnais).
beating	Her heart was beating wildly.
beat	Her father beat them both.
beautician	Betty's sister Hilda dives into her career as a beautician.
beau	Bembo, as a writer, is the beau ideal of a purist.
beautify	You can beautify your home or office without spending a lot of money.
beaver	A few fur-bearing animals, the mink, beaver and raccoon, still remain.
bebop	The concentration on bebop did seem disproportionately prevalent in all forms of education, however.
beaux	Undaunted by many failures, she dramatized several of her novels with moderate success - Francois le champi, played at the Odeon in 1849, and Les Beaux Messieurs de Bois-Dore (1862) were the best; Claudie, produced in 1851, is a charming pastoral play, and Le Marquis de Villemer (1864) (in which she was helped by Dumas fits) was a genuine triumph.
become	Read in order to become wise.
beckon	So, you want to beckon to your lover in a more subtle way than strutting around in a teddy.
becquerel	His Son, Alexandre Edmond Becquerel (1820-1891), was born in Paris on the 24th of March 1820, and was in turn his pupil, assistant and successor at the Musee d'Histoire Naturelle; he was also appointed professor at the short-lived Agronomic Institute at Versailles in 1849, and in 1853 received the chair of physics at the Conservatoire des Arts et Métiers.
beauty	Paul was only interested in the beauty of the land.
beck	The Floating Island appears at intervals on the upper portion of the lake near the mouth of the beck.
bedeck	Consider the following Christmas costume ideas and bedeck your whole group in style before you hit the streets in jolly splendor.
bedding	We completed one before bedding down just before midnight.
became	Henry became king of England.
bedel	For the speedy removal of burning houses each ward was to provide a strong iron hook, with a wooden handle, two chains and two strong cords, which were to be left in the charge of the bedel of the ward, who was also provided with a good horn, loudly sounding.
bedell	In 1629 he discountenanced Bishop William Bedell's proposal to revive the Irish language in the service.
bedlam	I can't even picture the bedlam making this public would cause.
bed	He sat up in the bed and looked around.
becoming	I was becoming nervous.
bedridden	When he was a teenager, he was bedridden for several months with tuberculosis.
bedpost	Every mode requires the user to specify a bedpost directory.
bedouin	The meaning of the name is uncertain; Wellhausen derives it from nan Eve, or serpent, in which case the Hivites were originally the snake clan; others explain it from the Arabic hayy, family, as meaning dwellers in (Bedouin) encampments.
bedroll	Get out of that bedroll you lazy pup.
bedtime	It's past my bedtime anyway.
bedstead	A bed had been made on a bedstead for the countess only.
because	I think he felt included because he was helping as much as we were.
bedspread	A bedspread finishes the look of a bedroom.
beef	He nearly dropped the plate of roast beef.
beeb	Interesting day on the Beeb with only a couple of weeks to go to polling in the Lib Dems leadership election.
bedside	It was ten past six, according to his bedside clock.
beech	The chief trees are beech, oak and conifers.
beehive	The women's wing was a beehive of activity.
been	I have been in Paris.
beer	When he spoke, it didn't sound as if either beer was his first.
bedroom	She retreated to her bedroom to grab her purse.
beefsteak	Thomas Sheridan founded a Beefsteak Club in Dublin at the Theatre Royal in 1749, and of this Peg Woffington was president.
beet	Sugar beet is extensively grown to supply the sugar factories.
bee	A bee settling on a flower has stung a child.
beetroot	Beetroot, molasses and grain are the chief sources of spirit.
beep	You will hear a long beep followed by a second beep.
beefy	Her eyes went to the beefy blond.
beetle	This beetle probably mimics the Australian hornet (Abispa australis).
beetling	The head is rounded and short, without prominent beetling ridges above the eyes, or a strong crest along the middle line of the back of the skull; and the tusks of the old males are of no very great length and prominence.
befit	The lack of subtlety does not befit such fine tunes.
befell	His book seems to have undergone very much the same fate as that which befell the originals of the first two volumes of the Paston Letters which Sir John Fenn presented to George the Third.
befall	All real good or evil that can befall him must be from himself..
before	Let's go do the chores one last time before we leave.
beforehand	It gains by regret that death was beforehand with him.
befitting	The other Guardians filed out in silence befitting a funeral.
beg	I beg your pardon.
befallen	Disaster has also befallen many a golfer at this hole.
began	In a voice quaking with fear, she began to sing.
befriend	Here is my second son; please love and befriend him.
beggar	I met a beggar in Italy at the age of twelve.
beget	The fact is that exercise will beget more exercise.
beginning	She gazed up at him, her heart beginning to flutter.
beggary	Thus, after two hundred and fifty years, the sway of the Malatesta came to an end, and Pandolfo was reduced to beggary.
beggarly	And here, friend, the people are quite beggarly.
beeswax	For beeswax London is one of the chief marts of the world.
begonia	This one is a begonia, the other one is a coleus.
begot	Yet the influence of Neoplatonism on the history of our ethical culture is immeasurable, above all because it begot the consciousness that the only blessedness which can satisfy the heart must be sought higher even than the sphere of reason.
beguile	They frequently beguile their toil with carols.
begrudge	Of all the brothers, he'd always been the one to begrudge Andre's role as their leader.
begotten	And in one Lord Jesus Christ, the only begotten Son of God, begotten of His Father, very God before all worlds, by whom all things were made; 3.
begrudgingly	I am going to cite adultery which she is begrudgingly agreeing to.
behave	I will teach you afresh, unless you behave better.
beginner	The beginner takes first a course in the grammar of classical Arabic, for he has hitherto learned only to read, write and count.
beguiling	The woman across the hall held the same beguiling aura.
begum	The Martiniere was captured on the 9th of March and the Begum Kothi on the 11th.
behead	Jerusalem was taken by storm; the Roman troops withdrew to behead Antigonus the usurper at Antioch.
beheld	In Zerubbabel the people beheld once more a ruler of the Davidic race.
behemoth	The deal, if it goes through, would create a house building behemoth in Britain.
behind	He peered behind her.
behold	Behold a real horse!
beholden	It is now beholden on all of us to reap the benefits of the new order.
behest	Simmons started her first modeling class at the age of 11, at the behest of her mother, who hoped it would help her gain confidence and overcome the bullies.
beholder	It is earth's eye; looking into which the beholder measures the depth of his own nature.
begun	We'd all begun to doubt him.
behoove	Before buying any exercise equipment, it would behoove you to take the time to try out the machine and scrutinize its construction.
being	He was being positively rude.
behalf	I'm calling on behalf of Tim.
behoof	Envy, malice and uncharitableness are found in primitive society, as elsewhere, and in their behoof the mystic forces are not unfrequently unloosed by those who know how to do so.
behavior	My sisters will instruct you in the behavior I expect of you.
behindhand	We need not seek another paymaster; Christ will not be behindhand with us.
begin	Pierre was about to begin reading.
behaviour	During the last three years of his life his behaviour was that of a madman.
belated	I sent a belated apology, but had no reply.
beige	The soft warm beige had a yellow highlight that reflected the evening sun.
belatedly	Belatedly, her mind caught up with her mouth.
belay	Broken rocks then lead to a good grass ledge with nut belay overlooking the gully.
belch	Children with GERD may also have hiccups or belch a lot.
belie	For many people, personal experiences belie the truth.
belcher	Hutchinson Field, another public park, is a part of the estate of the last royal governor, Thomas Hutchinson; Governor Jonathan Belcher also lived in Milton for a time.
belfry	The belfry belongs to the 16th and early 17th century.
bel	To Anu was assigned the control of the heavens, to Bel the earth, and to Ea the waters.
belittle	It is against the rules for students to belittle each other.
bell	She rang the bell again.
believable	Almond's brilliant characterization and ability to evoke atmosphere, time and place mixes the real and unreal in a totally believable way.
belittling	Look at the way he treated her—always embarrassing and belittling her.
believer	I wasn't a strong believer in coincidences.
belladonna	Belladonna, the Belladonna Lily, 3 ft., has large funnel-shaped flowers in September, of a delicate rose colour.
belle	Belle didn't seem very anxious to attract her attention.
bellicose	It was one of the most bellicose elements in American society.
belligerence	We must understand that belligerence, aggressiveness and causing major inconvenience to the public will quickly erode sympathy and support.
belligerent	She had him at bay and he was going to pay for his belligerent behavior.
belief	I was relieved beyond belief and nearly in tears.
bellow	A bellow sounded in the forest behind them, and moonlight gleamed off of the tips of falling arrows and the raised swords of the men that followed them.
believe	I can't believe I've finally found you.
bellows	We children used to like working the bellows for him.
belong	The baby didn't belong to Joseph.
beloved	But he was much beloved by his family.
below	The dealers stuck below are flipping out.
belgian	About three-fourths of the city's total street mileage (120 m.) is paved, Belgian block or macadam being used on the principal thoroughfares.
beltane	In the Highlands and islands of Scotland, Beltane was the time of the year when a summer exodus took place.
belting	The principal manufactures are belting, woollens, tinners' hardware, iron and gasolene motors.
belvedere	Close by is the lofty tower of the Belvedere, dating from 1646.
benchmark	Toy horse and rider sets are almost a benchmark of childhood.
belly	The belly full of food made her drowsy.
bemoan	We certainly ca n't bemoan the game's lack of story.
bender	Someone near her gasped, and Deidre glanced up, expecting to see a fender bender or similar issue in the street.
belongings	Are some of your belongings missing?
beneath	He was pale beneath the golden skin.
bendy	Wine drinkers enjoy both the taste and the fact that small boxes come with a bendy straw similar to a juice box.
bending	The spring flowers were bending in the rain and wind.
belt	She tugged on the belt of his robe.
benefactor	After thanking his benefactor and dropping off his bike for repairs, he stopped for a quick bite to eat.
benefaction	They hoped to secure a major benefaction for the Center.
ben	His life was such that no man could ever say, Ben Franklin has wronged me.
benediction	Her hands were by her sides, turned out, as if offering benediction for what she had done, as if to say, peace at last.
beneficence	If Christians wish to offer any special sacrifice to God, let it be that of grateful praise or deeds of beneficence (r5 f.).
bend	Light and dark seemed to bend to avoid him, leaving a haze around his body.
beneficially	This rank and power was, however, often used most beneficially.
bench	She slid into the opposite bench and let her gaze drop significantly to the cup in his hand.
benefice	It was from the precarium, or ecclesiastical benefice, that the feudal fief originated.
benefactress	Her mark, Ego Godiva Comitissa diu istud desideravi, was found on the charter given by her brother, Thorold of Bucknall - sheriff of Lincolnshire - to the Benedictine monastery of Spalding in 1051; and she is commemorated as benefactress of other monasteries at Leominster, Chester, Wenlock, Worcester and Evesham.
beneficent	But they are not without benevolent and beneficent attributes.
benevolent	Long Cross Farm is reputedly haunted by a very benevolent spirit.
beneficiary	You should specifically name a beneficiary that you know and trust.
benign	Their whole business was to hunt through the older authorities in search of benign decisions.
benevolence	He had a benevolence of manner suited to the philanthropy of his mind.
benighted	Maybe the early academic critics who rated this appeal rather low were not so benighted after all.
benedictine	The Benedictine work follows the old monastic tradition of the direct intercourse of the soul with God.
benignant	C. Ranyard, who says, He was the kindliest, as well as the most learned of men - benignant to every one who approached him, never forgetting the claims which weakness has on strength.
benefit	If you think you'd benefit, you probably will.
beneficial	Rolling the land is beneficial to young crops.
benthos	The great majority of algae, however, grow like land-plants attached to a substratum, and to these the term benthos is now generally applied.
benzoate	An alternative method consists in converting it into ethyl benzoate by shaking with benzoyl chloride and caustic soda.
benzoin	In cold weather the Egyptians warm their rooms by placing in them a brazier, chafing-dish, or standing-dish, filled with charcoal, whereon incense is burnt; and in hot weather they refresh them by occasionally swinging a hand censer by a chain through them - frankincense, benzoin and aloe wood being.
benzol	The best solvents for rubber are carbon bisulphide, benzol and mineral naphtha, carbon tetrachloride and chloroform.
bequest	The art association of Indianapolis was founded in 1883; and under its auspices is conducted an art school (1902) in accordance with the bequest of John Herron (1817-1895), the school and museum of the association being housed in the John Herron Art Institute, dedicated in 1906.
benzoic	However, in 1833, Berzelius reverted to his earlier opinion that oxygenated radicals were incompatible with his electrochemical theory; he regarded benzoyl as an oxide of the radical C 14 H 1Q, which he named picramyl (from 7rucp6s, bitter, and &uvyalk, almond), the peroxide being anhydrous benzoic acid; and he dismissed the views of Gay Lussac and Dumas that ethylene was the radical of ether, alcohol and ethyl chloride, setting up in their place the idea that ether was a suboxide of ethyl, (C2H5)20, which was analogous to K 2 0, while alcohol was an oxide of a radical C 2 H 6; thus annihilating any relation between these two compounds.
bequeath	I hereby bequeath to you my shopping cart and all its contents.
berberis	The shrubby vegetation comprises Rosa, Rubus, Indigofera, Desmodium, Berberis, Boehmeria, Viburnum,' Clematis, with an Arundinaria.
bereaved	Every dead soldier has a face, a story, and a bereaved family.
bereft	She looked at the ground instead of Evelyn, feeling bereft once again.
berate	Do not loudly berate the player - or shout out your words.
benjamin	Benjamin Hoadly, the newly-appointed bishop of Bangor, scented the opportunity and wrote a speedy and able reply, Preservative against the Principles and Practices of Non-Jurors, in which his own Erastian position was recommended and sincerity proposed as the only test of truth.
bereavement	Public calamity was added to private bereavement.
benzene	Benzene poisoning unlikely to be a factor in causing scrapie.
bergamot	Other popular scents include eucalyptus, rose, jasmine and bergamot.
berry	The duchess of Berry was imprisoned in its fortress in 1832-1833.
beret	When you think, pumpkin princess costume, you may think of a big, round, orange suit with a cute little orange beret for a hat (with stem, of course).
beriberi	The first of the B vitamins to be discovered, scientists found it was the lack of this vitamin that caused the disease beriberi.
berth	Bears are actually wary of people, and usually give them a wide berth.
beseech	I will fall at his feet and beseech him.
bengal	The rivalry between the English and the French, which had already convulsed the south, did not penetrate to Bengal.
beryl	These veins consist of felspar, quartz and mica, often with smaller amounts of other crystallized minerals, such as tourmaline, beryl and garnet; they are worked for mica in India, the United States (South Dakota, Colorado and Alabama), and Brazil (Goyaz, Bahia and Minas Geraes).
beseeching	The grey eyes were beseeching, but Katie couldn't manage anything verbal let alone a lie to placate the driver.
beset	As I began to teach her, I was beset by many difficulties.
berserk	Now, the fun comes when it's time to activate Berserk Mode.
beside	The boy who sat beside him was his son.
besides	Besides, those are my animals.
berg	The antiquity of Marlborough is shown by the Castle Mound, a British earthwork, which local legend makes the grave of Merlin; and the name of Marlborough has been regarded as a corrupt form of Merlin's Berg or Rock.
besetting	It was a noble end to what, in spite of its besetting sin of infirmity of moral purpose, was a not ignoble life.
bent	I bent down to pat a dog but it was like he wasn't there.
beryllium	Beryllium to a certain extent stands alone in many of its chemical' properties, resembling to some extent the metal aluminium.
besiege	His first action was to besiege Ptolemais.
besieger	In 1637 the stadholder was able to add to his fame as an invincible besieger of cities.
besom	A skilled worker could make a besom in about five minutes.
bespectacled	A bespectacled Dan (Jude Law) is walking down a London street when he sees a gorgeous redhead, Alice (Portman).
bespoke	Made-to-measure tailored suits, also called bespoke suits, have never been inexpensive.
best	Betsy and Martha, now practically best friends, conspired together against the rest of us until they owned most of the board.
besought	He visited privately many of the leading citizens of the city, statesmen, divines and merchants, and besought them to take the lead in a national movement against slavery; but they all with one consent made excuse, some of them listening to his plea with manifest impatience.
bespeak	The whole arrangements and character of the building bespeak the rich and powerful feudal lord, not the humble father of a body of hard-working brethren, bound by vows to a life of poverty and self-denying toil.
bested	She's bested my best battle planners with her mind.
bestow	It is a big honor to bestow on a person.
bestial	From these sources come almost all the more inhuman, bestial and discreditable myths of the gods.
bet	I bet he's a virgin!
bestowal	Notwithstanding the pontiffs bestowal of the apostolic benediction in articulo mortis upon Victor Emmanuel, the attitude of the Vatican had remained so inimical as to make it doubtful whether the conclave would be held in Rome.
betake	In consequence of these transactions, he was suffered to betake himself unharmed to Venice.
bethel	Of the quartz-monzonite type are the whitish granites of Bethel and Rochester (Windsor county) and Randolph (Orange county), the light grey of Dummerston (Windham county), and the darker greys of Cabot (Washington county), Derby (Orleans county), Hardwick and Groton (Caledonia county) and Topsham (Orange county).
betray	You didn't betray my trust.
betimes	He was married betimes to Elizabeth of Anjou, who had been brought up at the Hungarian court.
betoken	The eyes, slightly cast down, betoken an attitude of thoughtfulness; the forehead is clear and open; the mouth indicates firmness and resolution.
betel	Among the chief productions of the plains are rice (the staple export of the country); pepper (chiefly from Chantabun); sirih, sago, sugar-cane, coco-nut and betel, Palmyra or sugar and attap palms; many forms of banana and other fruit, such as durian, orange-pommelo, guava, bread-fruit, mango, jack fruit, pine-apple, custard-apple and mangosteen.
betrayer	He is always enumerated last with the special mention of the fact that he was the betrayer of Jesus.
betterment	Every avenue toward the betterment of their condition was practically closed.
betook	Thus abandoned, and in disgrace at court, the duchess betook herself to religion.
between	People passing between them were a blur.
beta	In late June, Microsoft released the final beta for the next version of its browser, Internet Explorer.
bettor	This allows a bettor to close his position and take a profit or loss even before the event itself has ended.
betrothed	The father and mother came into the room and gave the betrothed couple their blessing.
betrothal	Why no betrothal? he thought.
bevy	She winced as another bevy of arrows pierced Sami's back.
betting	Playing online baccarat is a fun and About Baccarat tutorial will help you understand about Baccarat betting odds, baccarat rules and baccarat tips.
betrayal	Do not apologize for another's betrayal.
bevel	In heraldry, a bevel is an angular break in a line.
bewilderment	Her hand paused as she stared in bewilderment at what sat in the bottom of the bath tub.
bewail	And she burst into sobs with the despairing vehemence with which people bewail disasters they feel they have themselves occasioned.
betwixt	Thus in Lychnis an elongation of the axis betwixt the calyx and the corolla takes place, and in this way they are separated by an interval.
bewitching	Anatole asked Natasha for a valse and as they danced he pressed her waist and hand and told her she was bewitching and that he loved her.
bewildering	It was a bewildering and fascinating place.
beyond	He sounded beyond relieved.
better	Better stop by and get Howard Spencer.
beware	Beware of making any distinctions which may infringe equality.
bhang	Apart from spirits, excise duties are levied upon the sale of a number of intoxicating or stimulant drugs, of which the most important are opium, bhang, ganja and charas.
beverage	The town has been famous from remote times for a beverage called white ale.
biannual	The biannual fashion fest has prompted the usual soul-searching about Britain's place in haute couture.
bi	It is produced bi monthly and is read by 10,000 Youth, Play and Community Workers.
bib	Davidson) follow the view suggested by Vatke (Bib.
biblical	Its object was to fix the biblical text unalterably.
bey	The movement was checked and Selim Bey was deported to the coast.
bias	His natural bias was to respect things as they were.
bibliographical	The preface to this edition collects all the biographical details and gives full bibliographical references to MSS.
biased	The plan was biased in favor of small parties.
bezel	Unidirectional bezel frames the gleaming blue dial with silver tone hands and hour markers, Date Displays, Crystal Scratch resistant sapphire, Water Resistant 200 meter/660 feet, an Automatic movement with a Warranty of 3 Years.
bibliographer	Dr. Chris Robertson made a substantial contribution helping Hilary Shibata, antarctic bibliographer, with the backlog of recent Antarctic scientific papers.
bibliographic	Click on the OK button to close the Bibliographic data window.
bibliophile	His father was the Rev. Edward Poole, a wellknown bibliophile.
bicameral	The adoption of a bicameral system made it possible to give due recognition to both principles.
bicentennial	Batman must race against time to thwart the Joker's efforts to maim and murder the citizens of Gotham City and ensure that the city's bicentennial celebration will be successful.
bibliography	A bibliography of his works was published at Berlin in 1901.
bible	I began to read the Bible long before I could understand it.
bicentenary	The academy of sciences, founded in 1872, celebrated the bicentenary of the raising of the siege of Vienna by Sobieski by publishing the valuable Acta Joannis' III.
bicarbonate	A lotion of sodium bicarbonate is useful to allay itching.
bicycle	The boy no doubt inherits a capacity for riding a bicycle, otherwise he could never do so.
bicuspid	The bicuspid aortic valve is usually present.
bicker	The parents bicker, but love each other (and it shows).
biconvex	The red blood-corpuscles are invariably oval disks, with a central nucleus which causes a slight swelling; hence they are oval and biconvex.
biceps	The tank top displayed his thick biceps and shapely shoulders.
bichromate	There are three kinds of primary batteries in general use in the British Postal Telegraph Department, viz., the Daniell, the bichromate, and the Leclanche.
biconcave	Enaliornis, England, vertebrae chiefly biconcave; Hesperornis, North America, vertebrae heterocoelous.
bicyclist	This is the helmet advocacy program of the Washington Area Bicyclist Association.
bidden	The officers did as they were bidden.
bide	He did but bide his time.
bidet	Bathroom, basin bath with Jacuzzi & shower, bidet, toilet & vanity unit.
bidding	A simple and independent mind does not toil at the bidding of any prince.
biennial	There is a biennial school appropriation of $15,000,000.
bier	The body, when put upon the bier, is covered over from head to foot.
bidder	When the auction ends, you win if you're the highest bidder!
biennially	General elections are held biennially, in evennumbered years, on the first Tuesday after the first Monday in November, and candidates, except those for the supreme court bench and a few local offices, are nominated at a direct primary election, held the second Tuesday in September.
bifid	The setae are either entirely capillary or there are in addition some sigmoid setae even with bifid free extremities.
big	That would be a big help.
bifilar	Hopkinson had been inclined to attribute the anomaly to an increase in the tension of the bifilar threads, owing to a downward pull on the needle, but they showed that this theory would not account for the discrepancy.
bifurcation	It is also described as a bifurcation of two twigs, mental and bodily creation out of a common root.
bifocal	You can get bifocal eyeglasses for as low as $25.00 for the whole package.
bigamy	Poverty excused bigamy on the part of a deserted wife.
bifurcate	Their main channels bifurcate, and each new stream so created throws off its own set of distributaries to right and left.
bifocals	For example, you wouldn't want to choose a very shallow frame if you need to fit in bifocals.
bigotry	Where bigotry is so blind, reason is but dust in the balance.
bid	They bid them goodnight and climbed the stairs.
bigamous	For example, if a woman marry B during the lifetime of her husband A, and after A's death marry C during the lifetime of B, her marriage with C is not bigamous, because her marriage with B was a nullity.
bigwig	The Website was designed in-house with you in mind, not some corporate bigwig.
bigoted	He was a bigoted Catholic, and showed to the Protestants even less mercy than his father.
bight	There are no mountains behind the Great Australian Bight.
bike	The bike comes out tomorrow.
bigot	James was not a mere tyrant and bigot, as the popular imagination speedily assumed him to be.
bijou	Even the attic, which had been converted into my bedroom, was the most perfect little bijou attic that could possibly be imagined.
bilberry	Three species of rhododendron vie with each other in the brilliancy of their masses of red or pink flowers; the common juniper rises higher still, along with three species of bilberry; and several dwarf willows attain nearly to the utmost limit of vegetation.
bilaterally	The Lamellibranchia are mainly characterized by the rudimentary condition of the head, and the retention of the primitive bilateral symmetry, the latter feature being accentuated by the lateral compression of the body and the development of the shell as two bilaterally symmetrical plates or valves covering each one side of the animal.
bilateral	There are also bilateral links with several other national programs.
bilingual	The Egyptian equivalents of six characters have been made out by the aid of bilingual cartouches.
bilbo	From a very early period, as the Old English word bilbo, a sword, attests, Bilbao was celebrated for the excellent quality of its steel blades; in modern times it.
bilge	You are the deckhand, the cannon loader, the guy in the crow's nest or the pirate bucketing the bilge.
bilious	He had what the doctors termed bilious fever.
bilharzia	The most important of the Trematodes in its effect on man is Schistostomum (Bilharzia).
biliary	Biliary concretions, known as gall stones, are apt to form in the gall-bladder.
bilk	To make things even worse for Travolta and his family, three people were involved in an extortion attempt to bilk millions of dollars from the actor shortly after his son's death.
billet	In peacetime it is only necessary to billet troops in the villages of any district and the number of fires in that district immediately increases.
bikini	I'm wearing my bikini under this.
bile	John Luke Grasso, his name was so much bile on my tongue I gagged to keep it down.
billowy	They consist of slightly rounded domes or billowy snowfields of vast thickness.
billboard	I saw a billboard by the side of the road.
billiards	We went there a decade ago to play bar billiards.
billionaire	He became the youngest billionaire at the age of 31.
billow	We will make a large silk cloth billow to create the effect of a sail.
bilobed	Snout very long, bilobed; foot short.
billion	In 2006, roughly a billion people had access to the Internet.
bimetallism	As editor of the Omaha World-Herald he then championed the cause of bimetallism in the press as vigorously as he had in Congress and on the platform, his articles being widely quoted and discussed.
